caldt,close,ret
23-Jul-20,"9,599.60",0.009
22-Jul-20,"9,513.70",0.0135
21-Jul-20,"9,387.30",0.0246
20-Jul-20,"9,162.40",-0.005
19-Jul-20,"9,208.00",0.0041
18-Jul-20,"9,170.20",0.0016
17-Jul-20,"9,155.80",0.0022
16-Jul-20,"9,135.30",-0.0069
15-Jul-20,"9,198.70",-0.0059
14-Jul-20,"9,253.40",0.0011
13-Jul-20,"9,243.60",-0.0062
12-Jul-20,"9,300.80",0.0073
11-Jul-20,"9,233.30",-0.0056
10-Jul-20,"9,285.10",0.0053
9-Jul-20,"9,235.70",-0.0206
8-Jul-20,"9,429.90",0.0188
7-Jul-20,"9,256.00",-0.0089
6-Jul-20,"9,339.00",0.0284
5-Jul-20,"9,081.00",-0.0058
4-Jul-20,"9,134.40",0.0074
3-Jul-20,"9,067.10",-0.002
2-Jul-20,"9,085.10",-0.0157
1-Jul-20,"9,229.90",0.0103
30-Jun-20,"9,135.40",-0.0054
29-Jun-20,"9,185.40",0.0067
28-Jun-20,"9,124.00",0.0128
27-Jun-20,"9,008.30",-0.0166
26-Jun-20,"9,160.00",-0.0095
25-Jun-20,"9,247.50",-0.0059
24-Jun-20,"9,302.00",-0.0335
23-Jun-20,"9,624.60",-0.0061
22-Jun-20,"9,683.70",0.0417
21-Jun-20,"9,296.40",-0.0067
20-Jun-20,"9,358.80",0.0048
19-Jun-20,"9,314.00",-0.0079
18-Jun-20,"9,388.10",-0.0081
17-Jun-20,"9,464.60",-0.0062
16-Jun-20,"9,523.50",0.0104
15-Jun-20,"9,425.40",0.0086
14-Jun-20,"9,345.30",-0.0133
13-Jun-20,"9,471.30",0.0005
12-Jun-20,"9,466.60",0.0197
11-Jun-20,"9,283.20",-0.0603
10-Jun-20,"9,878.80",0.0113
9-Jun-20,"9,768.80",-0.0009
8-Jun-20,"9,777.90",0.0036
7-Jun-20,"9,742.60",0.0076
6-Jun-20,"9,669.60",0.004
5-Jun-20,"9,631.20",-0.0167
4-Jun-20,"9,794.40",0.0132
3-Jun-20,"9,667.20",0.0147
2-Jun-20,"9,527.60",-0.0649
1-Jun-20,"10,189.30",0.0777
31-May-20,"9,454.80",-0.0245
30-May-20,"9,692.50",0.0284
29-May-20,"9,424.80",-0.0154
28-May-20,"9,572.20",0.0406
27-May-20,"9,199.10",0.0403
26-May-20,"8,842.50",-0.0063
25-May-20,"8,898.20",0.0195
24-May-20,"8,728.20",-0.0489
23-May-20,"9,177.00",0.0008
22-May-20,"9,169.70",0.0122
21-May-20,"9,059.00",-0.0476
20-May-20,"9,512.30",-0.0267
19-May-20,"9,773.30",0.0044
18-May-20,"9,730.70",0.0055
17-May-20,"9,677.70",0.0318
16-May-20,"9,379.50",0.0066
15-May-20,"9,318.00",-0.0471
14-May-20,"9,778.40",0.0516
13-May-20,"9,298.70",0.055
12-May-20,"8,813.80",0.0273
11-May-20,"8,579.80",-0.0182
10-May-20,"8,738.80",-0.0854
9-May-20,"9,554.60",-0.0257
8-May-20,"9,806.20",-0.0174
7-May-20,"9,979.80",0.0905
6-May-20,"9,151.40",0.0167
5-May-20,"9,001.00",0.0142
4-May-20,"8,874.70",-0.0012
3-May-20,"8,885.50",-0.009
2-May-20,"8,966.30",0.0164
1-May-20,"8,821.60",0.0223
30-Apr-20,"8,629.00",-0.0162
29-Apr-20,"8,770.90",0.1322
28-Apr-20,"7,746.90",-0.0025
27-Apr-20,"7,766.00",0.0113
26-Apr-20,"7,678.90",0.0184
25-Apr-20,"7,540.40",0.0049
24-Apr-20,"7,503.80",0.002
23-Apr-20,"7,488.50",0.0528
22-Apr-20,"7,112.90",0.0395
21-Apr-20,"6,842.50",0.0013
20-Apr-20,"6,833.50",-0.0406
19-Apr-20,"7,122.90",-0.0149
18-Apr-20,"7,230.80",0.0277
17-Apr-20,"7,035.80",-0.007
16-Apr-20,"7,085.60",0.0689
15-Apr-20,"6,629.10",-0.0324
14-Apr-20,"6,850.90",0.0014
13-Apr-20,"6,841.30",-0.011
12-Apr-20,"6,917.60",0.0073
11-Apr-20,"6,867.80",0.0007
10-Apr-20,"6,863.10",-0.0584
9-Apr-20,"7,289.00",-0.0098
8-Apr-20,"7,361.20",0.0245
7-Apr-20,"7,185.20",-0.0201
6-Apr-20,"7,332.30",0.0826
5-Apr-20,"6,772.70",-0.0123
4-Apr-20,"6,857.40",0.018
3-Apr-20,"6,735.90",-0.0095
2-Apr-20,"6,800.50",0.0244
1-Apr-20,"6,638.50",0.0352
31-Mar-20,"6,412.50",0.0034
30-Mar-20,"6,391.00",0.085
29-Mar-20,"5,890.40",-0.0551
28-Mar-20,"6,233.70",-0.0219
27-Mar-20,"6,373.40",-0.0523
26-Mar-20,"6,725.10",0.0069
25-Mar-20,"6,678.90",-0.0097
24-Mar-20,"6,744.60",0.0426
23-Mar-20,"6,468.90",0.1111
22-Mar-20,"5,822.10",-0.0589
21-Mar-20,"6,186.20",-0.0031
20-Mar-20,"6,205.30",0.0054
19-Mar-20,"6,172.00",0.1512
18-Mar-20,"5,361.40",0.0191
17-Mar-20,"5,261.10",0.0459
16-Mar-20,"5,030.00",-0.0627
15-Mar-20,"5,366.30",0.0354
14-Mar-20,"5,182.70",-0.0719
13-Mar-20,"5,584.30",0.1571
12-Mar-20,"4,826.00",-0.3918
11-Mar-20,"7,935.10",0.0056
10-Mar-20,"7,891.20",-0.0053
9-Mar-20,"7,933.00",-0.0126
8-Mar-20,"8,034.10",-0.0961
7-Mar-20,"8,887.80",-0.027
6-Mar-20,"9,134.80",0.0082
5-Mar-20,"9,060.30",0.0345
4-Mar-20,"8,757.90",-0.0004
3-Mar-20,"8,761.40",-0.0161
2-Mar-20,"8,904.80",0.0427
1-Mar-20,"8,540.00",-0.0004
29-Feb-20,"8,543.70",-0.0177
28-Feb-20,"8,697.50",-0.0137
27-Feb-20,"8,818.60",0.0021
26-Feb-20,"8,800.30",-0.0555
25-Feb-20,"9,317.20",-0.0357
24-Feb-20,"9,662.70",-0.0282
23-Feb-20,"9,942.70",0.0297
22-Feb-20,"9,655.70",-0.003
21-Feb-20,"9,684.50",0.0085
20-Feb-20,"9,602.40",-0.0007
19-Feb-20,"9,609.40",-0.054
18-Feb-20,"10,158.40",0.0471
17-Feb-20,"9,701.40",-0.0232
16-Feb-20,"9,932.30",0.0025
15-Feb-20,"9,907.70",-0.0412
14-Feb-20,"10,333.00",0.0096
13-Feb-20,"10,235.10",-0.008
12-Feb-20,"10,317.70",0.0086
11-Feb-20,"10,229.50",0.0381
10-Feb-20,"9,854.10",-0.0293
9-Feb-20,"10,151.50",0.0259
8-Feb-20,"9,895.50",0.0078
7-Feb-20,"9,818.60",0.0048
6-Feb-20,"9,772.00",0.0167
5-Feb-20,"9,611.80",0.0454
4-Feb-20,"9,193.90",-0.011
3-Feb-20,"9,296.60",-0.0041
2-Feb-20,"9,334.90",-0.005
1-Feb-20,"9,381.60",0.0035
31-Jan-20,"9,349.10",-0.0166
30-Jan-20,"9,507.30",0.0224
29-Jan-20,"9,298.90",-0.0084
28-Jan-20,"9,377.30",0.0576
27-Jan-20,"8,866.60",0.0301
26-Jan-20,"8,607.80",0.0319
25-Jan-20,"8,341.60",-0.0117
24-Jan-20,"8,439.90",0.0041
23-Jan-20,"8,405.10",-0.0315
22-Jan-20,"8,678.50",-0.0062
21-Jan-20,"8,732.60",0.0105
20-Jan-20,"8,641.90",-0.0074
19-Jan-20,"8,706.20",-0.0236
18-Jan-20,"8,916.30",0.0004
17-Jan-20,"8,913.10",0.0213
16-Jan-20,"8,726.90",-0.0104
15-Jan-20,"8,818.30",-0.0012
14-Jan-20,"8,829.20",0.0885
13-Jan-20,"8,111.40",-0.0093
12-Jan-20,"8,187.60",0.0204
11-Jan-20,"8,024.10",-0.0199
10-Jan-20,"8,187.10",0.044
9-Jan-20,"7,842.40",-0.027
8-Jan-20,"8,059.60",-0.0118
7-Jan-20,"8,155.70",0.0511
6-Jan-20,"7,759.10",0.0524
5-Jan-20,"7,372.50",-0.0006
4-Jan-20,"7,376.80",0.0046
3-Jan-20,"7,343.10",0.054
2-Jan-20,"6,967.00",-0.0323
1-Jan-20,"7,199.80",0.0005
31-Dec-19,"7,196.40",-0.009
30-Dec-19,"7,261.80",-0.0184
29-Dec-19,"7,397.50",0.0104
28-Dec-19,"7,321.50",0.0082
27-Dec-19,"7,261.70",0.007
26-Dec-19,"7,210.90",-0.0019
25-Dec-19,"7,224.80",-0.006
24-Dec-19,"7,268.30",-0.0074
23-Dec-19,"7,322.80",-0.0231
22-Dec-19,"7,495.80",0.0474
21-Dec-19,"7,156.20",-0.0056
20-Dec-19,"7,196.40",0.0043
19-Dec-19,"7,165.50",-0.0152
18-Dec-19,"7,276.00",0.1002
17-Dec-19,"6,613.30",-0.042
16-Dec-19,"6,903.50",-0.0316
15-Dec-19,"7,128.50",0.0067
14-Dec-19,"7,080.80",-0.024
13-Dec-19,"7,255.20",0.0065
12-Dec-19,"7,208.00",0
11-Dec-19,"7,208.00",-0.0038
10-Dec-19,"7,235.70",-0.0163
9-Dec-19,"7,355.80",-0.0224
8-Dec-19,"7,524.40",0.0018
7-Dec-19,"7,510.90",-0.0026
6-Dec-19,"7,530.80",0.0178
5-Dec-19,"7,399.20",0.027
4-Dec-19,"7,204.40",-0.012
3-Dec-19,"7,291.80",-0.0009
2-Dec-19,"7,298.20",-0.0133
1-Dec-19,"7,396.40",-0.0199
30-Nov-19,"7,546.60",-0.0253
29-Nov-19,"7,742.70",0.0426
28-Nov-19,"7,426.70",-0.0112
27-Nov-19,"7,510.60",0.0486
26-Nov-19,"7,162.80",0.0066
25-Nov-19,"7,115.60",0.0276
24-Nov-19,"6,924.70",-0.0545
23-Nov-19,"7,324.10",0.0071
22-Nov-19,"7,272.50",-0.0466
21-Nov-19,"7,627.90",-0.0582
20-Nov-19,"8,099.30",-0.0057
19-Nov-19,"8,145.70",-0.0076
18-Nov-19,"8,208.40",-0.0354
17-Nov-19,"8,509.80",0.0015
16-Nov-19,"8,497.30",0.0025
15-Nov-19,"8,476.30",-0.0213
14-Nov-19,"8,661.20",-0.0139
13-Nov-19,"8,783.10",-0.0033
12-Nov-19,"8,812.60",0.0087
11-Nov-19,"8,736.90",-0.0332
10-Nov-19,"9,036.80",0.0264
9-Nov-19,"8,804.50",0.003
8-Nov-19,"8,778.20",-0.0483
7-Nov-19,"9,223.50",-0.0124
6-Nov-19,"9,338.90",0.003
5-Nov-19,"9,310.80",-0.0091
4-Nov-19,"9,396.40",0.0215
3-Nov-19,"9,198.30",-0.011
2-Nov-19,"9,300.60",0.0076
1-Nov-19,"9,230.10",0.0085
31-Oct-19,"9,152.60",-0.0006
30-Oct-19,"9,157.90",-0.0269
29-Oct-19,"9,411.30",0.0222
28-Oct-19,"9,207.20",-0.0338
27-Oct-19,"9,529.60",0.0324
26-Oct-19,"9,230.60",0.0661
25-Oct-19,"8,658.30",0.1665
24-Oct-19,"7,422.70",-0.0073
23-Oct-19,"7,477.00",-0.069
22-Oct-19,"8,031.40",-0.0215
21-Oct-19,"8,208.20",-0.0018
20-Oct-19,"8,223.40",0.0334
19-Oct-19,"7,957.30",0.0011
18-Oct-19,"7,948.50",-0.0155
17-Oct-19,"8,073.30",0.0091
16-Oct-19,"8,000.40",-0.0204
15-Oct-19,"8,167.20",-0.0223
14-Oct-19,"8,353.30",0.0087
13-Oct-19,"8,281.50",-0.0028
12-Oct-19,"8,304.40",0.0044
11-Oct-19,"8,267.80",-0.0344
10-Oct-19,"8,562.30",-0.0005
9-Oct-19,"8,566.70",0.0469
8-Oct-19,"8,182.90",-0.0019
7-Oct-19,"8,198.60",0.0402
6-Oct-19,"7,881.90",-0.0302
5-Oct-19,"8,127.30",-0.0025
4-Oct-19,"8,148.10",-0.0096
3-Oct-19,"8,226.90",-0.0164
2-Oct-19,"8,364.10",0.0074
1-Oct-19,"8,302.70",0.0022
30-Sep-19,"8,284.30",0.0292
29-Sep-19,"8,049.10",-0.0194
28-Sep-19,"8,208.50",0.0029
27-Sep-19,"8,184.90",0.015
26-Sep-19,"8,063.80",-0.0437
25-Sep-19,"8,432.40",-0.0096
24-Sep-19,"8,513.90",-0.1225
23-Sep-19,"9,702.20",-0.0328
22-Sep-19,"10,031.60",0.0039
21-Sep-19,"9,993.00",-0.0177
20-Sep-19,"10,172.70",-0.0076
19-Sep-19,"10,250.50",0.0084
18-Sep-19,"10,164.70",-0.003
17-Sep-19,"10,195.70",-0.0058
16-Sep-19,"10,255.50",-0.0054
15-Sep-19,"10,311.50",-0.0025
14-Sep-19,"10,337.30",-0.0005
13-Sep-19,"10,342.10",-0.007
12-Sep-19,"10,415.10",0.0249
11-Sep-19,"10,162.50",0.0057
10-Sep-19,"10,105.40",-0.0198
